chr,site1,pos1,site2,pos2,dist,corr,dist_corr,dist_1/corr
chr1,cg01105418,244214593,cg23829949,244214679,86,0.8213435884944253,70.63554861052057,104.7064848435031
chr1,cg06769116,244217538,cg01983216,244217562,24,0.801684995678472,19.240439896283327,29.936945470319827
chr1,cg14171188,244218327,cg21164741,244218382,55,0.8510330769957719,46.80681923476745,64.62733527838337
chr1,cg26436731,244395115,cg18379829,244395207,92,0.7476099457559764,68.78011500954983,123.05882301628617
chr1,cg01571579,244615597,cg06090351,244615600,3,0.8304556348272305,2.4913669044816915,3.612474735780588
chr1,cg11145055,244624752,cg24304712,244624785,33,0.5788412109631488,19.10175996178391,57.01045360106695
chr1,cg15965913,244816200,cg01395456,244816213,13,0.874935006261565,11.374155081400344,14.858246506270893
chr1,cg15965913,244816200,cg23035053,244816221,21,-0.1869229051607061,-3.9253810083748277,-112.34578224613698
chr1,cg15965913,244816200,cg24536044,244816274,74,-0.2593813849870259,-19.194222489039916,-285.2941817844848
chr1,cg01395456,244816213,cg23035053,244816221,8,-0.1221865311822983,-0.9774922494583864,-65.47366491699697
chr1,cg01395456,244816213,cg24536044,244816274,61,-0.2961711333711612,-18.06643913564083,-205.96200347302212
chr1,cg23035053,244816221,cg24536044,244816274,53,0.3646398949204008,19.325914430781243,145.34887909500318
chr1,cg11658707,244924882,cg05136737,244924918,36,0.7751532417649806,27.905516703539302,46.44242978076182
chr1,cg17833303,245026373,cg08355537,245026452,79,0.6605705689746675,52.18507494899873,119.59358123178752
chr1,cg02838762,245026729,cg10519082,245026741,12,0.4516440615459795,5.419728738551754,26.569595444084772
chr1,cg24517768,245028012,cg08456352,245028019,7,0.9130347479699268,6.391243235789488,7.666739974096323
chr1,cg13888026,245318245,cg19252551,245318335,90,-0.2828529377605774,-25.456764398451966,-318.186548503099
chr1,cg03284440,245318734,cg02054059,245318817,83,-0.2854375532089829,-23.69131691634558,-290.78164056161035
chr1,cg23014549,245727587,cg03896752,245727658,71,0.4417036621912324,31.3609600155775,160.74125273894845
chr1,cg22024479,246172272,cg12461735,246172285,13,0.9868847829604864,12.829502178486324,13.172763654336844
chr1,cg09016610,246203591,cg04214370,246203659,68,0.1808351125745131,12.29678765506689,376.03316652334655
chr1,cg04891165,246363660,cg06985779,246363697,37,0.8898236673117106,32.923475690533294,41.58127206459061
chr1,cg07397891,246582071,cg16046505,246582116,45,0.817021355406331,36.7659609932849,55.07811968711644
chr1,cg04108811,246670728,cg09475815,246670754,26,0.2212215743209505,5.7517609323447125,117.52922417177511
chr1,cg09413723,246670859,cg01396391,246670940,81,0.1734539443448894,14.049769491936042,466.9827504120783
chr1,cg17815049,246728663,cg12910806,246728677,14,0.923240539898742,12.925367558582387,15.16397882780957
chr1,cg17815049,246728663,cg14460735,246728727,64,0.9105238093851002,58.273523800646416,70.2892108260418
chr1,cg12910806,246728677,cg14460735,246728727,50,0.8910606744308072,44.55303372154036,56.11290166288515
chr1,cg03354957,246729501,cg24493137,246729572,71,0.8051953497958841,57.16886983550778,88.17735971525221
chr1,cg03614734,246730185,cg20615951,246730188,3,0.9721550902343128,2.9164652707029384,3.0859273691370865
chr1,cg03614734,246730185,cg23848822,246730219,34,0.8832202012445144,30.02948684231349,38.49549631234861
chr1,cg20615951,246730188,cg23848822,246730219,31,0.8698933857834517,26.966694959287,35.636550991913204
chr1,cg23255020,246939407,cg06790053,246939453,46,0.914216850939552,42.05397514321939,50.316289786963814
chr1,cg23027521,247171430,cg25794766,247171433,3,0.158992814551309,0.47697844365392705,18.868777236671043
chr1,cg23027521,247171430,cg22385719,247171490,60,-0.0555524873808361,-3.3331492428501663,-1080.0596486107686
chr1,cg25794766,247171433,cg22385719,247171490,57,0.8562303732195627,48.80513127351507,66.57086898899756
chr1,cg22385719,247171490,cg22502715,247171572,82,0.7981277672900114,65.44647691778094,102.74044252140911
chr1,cg00106446,247242130,cg14780540,247242157,27,0.2128253805057687,5.746285273655755,126.86456820063411
chr1,cg02081364,247267551,cg26601289,247267644,93,-0.395341679646683,-36.76677620714152,-235.23955299404338
chr1,cg25549141,247275469,cg00821073,247275489,20,0.6779756293588487,13.559512587176973,29.49958543334913
chr1,cg25549141,247275469,cg12181101,247275542,73,0.2258014139848286,16.483503220892487,323.2929267878934
chr1,cg00821073,247275489,cg12181101,247275542,53,-0.0365641418494147,-1.937899518018979,-1449.5075590253023
chr1,cg12432038,247275735,cg11316386,247275808,73,0.9145149825811064,66.75959372842077,79.82373322519709
chr1,cg11316386,247275808,cg02578321,247275872,64,0.855168365107109,54.73077536685498,74.83906399178372
chr1,cg22446000,247275998,cg19623519,247276096,98,0.8457394958896313,82.88247059718387,115.87492422464443
chr1,cg07706540,247373924,cg22136368,247374008,84,0.7297721518668674,61.30086075681686,115.10441962620156
chr1,cg03864005,247464039,cg12753558,247464072,33,0.2657917049174412,8.77112626227556,124.15737357285204
chr1,cg22367492,247495212,cg01846776,247495250,38,0.933753608813936,35.48263713492957,40.69596052032186
chr1,cg24404823,247496053,cg04020309,247496094,41,0.3654869330667245,14.984964255735703,112.17911309708823
chr1,cg18126557,247611842,cg25602756,247611881,39,0.8933333051028113,34.83999889900964,43.65671779752082
chr1,cg18126557,247611842,cg19023876,247611931,89,0.9226298849452826,82.11405976013016,96.4633830447387
chr1,cg25602756,247611881,cg19023876,247611931,50,0.8972476465689763,44.86238232844882,55.72597508747685
chr1,cg27543040,247802703,cg02518135,247802739,36,0.9517152562580966,34.26174922529148,37.82643996014405
chr1,cg27543040,247802703,cg25220063,247802774,71,0.7187958962337652,51.03450863259733,98.7763012727462
chr1,cg27543040,247802703,cg25017620,247802802,99,0.6978850616229849,69.0906211006755,141.85717024773098
chr1,cg02518135,247802739,cg25220063,247802774,35,0.6843700051930999,23.952950181758496,51.14192576298621
chr1,cg02518135,247802739,cg25017620,247802802,63,0.6775304951865665,42.68442119675369,92.98474452083838
chr1,cg25220063,247802774,cg25017620,247802802,28,0.8977930211138968,25.138204591189112,31.187589278941203
chr1,cg15829088,247802935,cg25007722,247803033,98,0.9163432534493828,89.80163883803952,106.94682329039851
chr1,cg23920445,247979750,cg03770187,247979766,16,0.3625350780643656,5.800561249029849,44.133660349300904
chr1,cg21542666,248005715,cg20805835,248005719,4,0.3026377733178215,1.210551093271286,13.217120771633867
chr1,cg15094634,248019757,cg04982874,248019816,59,0.2575308054652191,15.194317522447928,229.09880584351396
chr1,cg10983544,248020377,cg20429172,248020436,59,0.5754342895195865,33.95062308165561,102.53125521813689
chr1,cg15595212,248100183,cg09506600,248100228,45,0.6849407280636927,30.82233276286617,65.69911549458254
chr1,cg03748376,248100585,cg00785941,248100591,6,0.8980574670019462,5.3883448020116775,6.681086924236884
chr1,cg03748376,248100585,cg20507276,248100600,15,0.832624797425318,12.48937196137977,18.015317399125887
chr1,cg03748376,248100585,cg08944170,248100614,29,0.8454127618590901,24.516970093913613,34.30277056171717
chr1,cg00785941,248100591,cg20507276,248100600,9,0.9521078181993968,8.568970363794572,9.45271095139265
chr1,cg00785941,248100591,cg08944170,248100614,23,0.928024057625144,21.34455332537831,24.78384025825586
chr1,cg20507276,248100600,cg08944170,248100614,14,0.9717271424917048,13.604179994883866,14.407336574031648
chr1,cg19519899,248437204,cg01631408,248437212,8,0.2055287427495006,1.6442299419960047,38.92399619137669
chr1,cg22721468,249120642,cg22398523,249120669,27,-0.1255343491730748,-3.3894274276730196,-215.08057498091597
chr10,cg14931884,369977,cg09889848,370009,32,0.8040124044539634,25.728396942526828,39.80038096766985
chr10,cg19500393,372993,cg22831256,373069,76,0.5068199092070094,38.51831309973271,149.95464586012935
chr10,cg25301103,373957,cg11423998,374010,53,0.4536815972000897,24.045124651604755,116.82201862956569
chr10,cg13859346,384506,cg17463564,384587,81,0.6792913244591011,55.02259728118719,119.24191739751397
chr10,cg23485716,390268,cg04605143,390339,71,0.4867250169241595,34.55747620161532,145.87292111813326
chr10,cg23771319,421981,cg02389931,422076,95,0.3246126497365628,30.838201724973466,292.6564940617583
chr10,cg10610949,444914,cg20256804,444983,69,0.4649114768133892,32.07889190012386,148.41535096733244
chr10,cg19026125,461847,cg00393546,461919,72,0.1923540777709081,13.849493599505383,374.3097148465515
chr10,cg23081284,468670,cg20007890,468755,85,0.7153829050081862,60.80754692569583,118.81748837572144
chr10,cg02531768,521758,cg06061092,521787,29,0.9087730891596532,26.35441958562994,31.911156201617324
chr10,cg12404313,534852,cg07291135,534922,70,0.4458615173744043,31.210306216208302,156.99942083411236
chr10,cg14438812,574670,cg19223119,574732,62,0.6563679070907757,40.6948102396281,94.45921918212463
chr10,cg26314924,629565,cg26314512,629625,60,0.0609070892158604,3.6544253529516237,985.1070010480129
chr10,cg24429708,640061,cg13544966,640085,24,0.9411825804945032,22.588381931868078,25.499834460801697
chr10,cg19926144,661009,cg03844838,661087,78,0.9275246542632266,72.34692303253168,84.09479968158777
chr10,cg03844838,661087,cg11848113,661159,72,0.7082607740101844,50.99477572873327,101.65747227865634
chr10,cg14429457,665304,cg04724275,665393,89,0.6696894218097219,59.60235854106525,132.8974254356484
chr10,cg06571559,670787,cg11468148,670815,28,0.7893106704630926,22.10069877296659,35.47399148116452
chr10,cg03559389,679322,cg25297146,679399,77,0.8805073690239235,67.7990674148421,87.44958044514435
chr10,cg05585149,695844,cg11722581,695853,9,0.8353795980891481,7.518416382802332,10.773545368580523
chr10,cg12753366,696321,cg22656048,696356,35,0.8152114390245483,28.53240036585919,42.93364681177646
chr10,cg20436707,698162,cg27233847,698258,96,0.7318431209279838,70.25693960908644,131.17565398205988
chr10,cg12513686,709592,cg16859636,709610,18,0.8798461904729133,15.83723142851244,20.458121197666472
chr10,cg13775636,711897,cg23681599,711944,47,0.8890378542744269,41.78477915089807,52.866140371894794
chr10,cg05450336,729916,cg18503829,729956,40,0.874473725411457,34.97894901645828,45.741797423563774
chr10,cg22954052,743392,cg25580864,743478,86,0.8563140002111945,73.64300401816273,100.43044955330596
chr10,cg14530856,778073,cg06111461,778123,50,0.6299390029389822,31.49695014694911,79.37276429420127
chr10,cg18405079,820767,cg20199549,820835,68,0.6371920673906792,43.329060582566186,106.7182149308011
chr10,cg02700194,834378,cg10017260,834428,50,0.728798195441414,36.4399097720707,68.60609742552437
chr10,cg24147119,853153,cg24558718,853215,62,0.2570609336822826,15.937777888301522,241.1879514785767
chr10,cg17893934,858817,cg06296597,858900,83,0.7102589851733928,58.951495769391606,116.85878212401288
chr10,cg06296597,858900,cg08876481,858923,23,0.7470122295317769,17.18128127923087,30.78932190228836
chr10,cg09185754,1095081,cg20214692,1095144,63,-0.0350402715393601,-2.2075371069796863,-1797.9312725711397
chr10,cg20214692,1095144,cg02204096,1095228,84,0.0874169936170353,7.343027463830965,960.911563351117
chr10,cg20214692,1095144,cg24005309,1095235,91,0.0749813454886031,6.823302439462881,1213.6351969548437
chr10,cg02204096,1095228,cg24005309,1095235,7,0.3873738957366182,2.711617270156327,18.070396784711104
chr10,cg27274028,1102313,cg18221121,1102354,41,-0.1441369846367131,-5.909616370105237,-284.45162845148695
chr10,cg27274028,1102313,cg00471562,1102373,60,-0.09086486844686,-5.4518921068115995,-660.3212113281105
chr10,cg18221121,1102354,cg00471562,1102373,19,0.5460436520891389,10.374829389693637,34.79575291701834
chr10,cg08709029,1102713,cg17288694,1102715,2,0.6278805514087763,1.2557611028175526,3.185319238687355
chr10,cg06233823,1142583,cg24757797,1142663,80,0.3247267395188916,25.978139161511326,246.36098683627455
chr10,cg02229288,1156176,cg17715243,1156212,36,0.6008422559394899,21.630321213821638,59.91589247282487
chr10,cg03444838,1156482,cg17900199,1156548,66,0.6577394138134012,43.41080131168448,100.34369024253732
chr10,cg17900199,1156548,cg24064224,1156594,46,0.7486506544841862,34.43793010627257,61.443878696257336
chr10,cg26361041,1234237,cg02069524,1234332,95,0.8940065194596604,84.93061934866773,106.26320718267046
chr10,cg02069524,1234332,cg02204442,1234378,46,0.9322041330524808,42.88139012041412,49.34541520361432
chr10,cg08643855,1416142,cg20525449,1416224,82,0.5182284713771437,42.49473465292578,158.23136807225714
chr10,cg05248655,1454265,cg00363080,1454292,27,0.5330876979823017,14.393367845522146,50.64832691167521
chr10,cg00363080,1454292,cg17861863,1454387,95,0.644777521490157,61.253864541564916,147.33764257234617
chr10,cg20411671,1463014,cg13683507,1463108,94,0.7921938798281106,74.4662247038424,118.65782151762649
chr10,cg04525441,1509792,cg20731819,1509859,67,0.7198476515452159,48.229792653529465,93.07524982012325
chr10,cg04930661,1531405,cg11189134,1531498,93,0.764836534120644,71.1297976732199,121.59460989520453
chr10,cg11189134,1531498,cg06083652,1531529,31,0.8685006518076697,26.92352020603776,35.69369802484038
chr10,cg07308975,1568806,cg16706389,1568812,6,0.7987196228338879,4.792317737003327,7.512022778045404
chr10,cg26619296,1585286,cg10544696,1585345,59,0.9556027706544808,56.38056346861437,61.74113534600952
chr10,cg14826909,1595543,cg09265586,1595595,52,0.1725730850422544,8.973800422197229,301.32161099900276
chr10,cg17522332,1707523,cg05721751,1707576,53,0.8537562190428317,45.24907960927008,62.078610753101955
chr10,cg09514185,1712988,cg00513169,1713065,77,0.7327955852730258,56.425260066022986,105.07705224685715
chr10,cg11437063,1715848,cg03678558,1715879,31,0.2990196805432197,9.269610096839811,103.67210594193422
chr10,cg16282361,1767482,cg08442149,1767484,2,0.9537076238142768,1.9074152476285535,2.097078758793142
chr10,cg01341216,1767830,cg10496420,1767915,85,0.5344622317453868,45.42928969835788,159.03836595228915
chr10,cg12090430,1769480,cg19909974,1769577,97,0.0390579099938268,3.7886172694011995,2483.4918206153657
chr10,cg05307923,1779667,cg24184687,1779760,93,0.7514110966603589,69.88123198941338,123.7671368087826
chr10,cg24184687,1779760,cg06730723,1779819,59,0.8781323537475526,51.8098088711056,67.1880494417604
chr10,cg02270183,1779930,cg23684973,1780003,73,0.1372575338148224,10.019799968482035,531.8469447257164
chr10,cg24265076,1939618,cg12327866,1939663,45,0.2795531680956746,12.579892564305357,160.9711680484306
chr10,cg24265076,1939618,cg05730385,1939683,65,0.0815667919620654,5.301841477534251,796.8929319940622
chr10,cg12327866,1939663,cg05730385,1939683,20,0.857338284908555,17.1467656981711,23.328014567940624
chr10,cg05518471,2006740,cg25326122,2006790,50,0.5609213827152947,28.046069135764736,89.13905146200918
chr10,cg25326122,2006790,cg10166314,2006842,52,0.5606807977048062,29.15540148064992,92.74439255431318
chr10,cg11253042,2056586,cg23281327,2056600,14,0.7325678408235604,10.255949771529846,19.11085802546431
chr10,cg15948071,2147500,cg09189497,2147517,17,0.8165194296711035,13.880830304408759,20.820080187005043
chr10,cg04633922,2699291,cg14036821,2699314,23,0.8338443270840576,19.178419522933325,27.58308625835555
chr10,cg04633922,2699291,cg19997181,2699357,66,0.5989251596895705,39.529060539511654,110.19740769315572
chr10,cg14036821,2699314,cg19997181,2699357,43,0.696591285626475,29.953425281938426,61.72916728541647
chr10,cg24145118,2777041,cg14197503,2777072,31,0.9404822250949316,29.15494897794288,32.961813815110524
chr10,cg03734133,2964678,cg23612849,2964740,62,0.9184425730065332,56.94343952640506,67.50558153793136
chr10,cg23612849,2964740,cg03549227,2964793,53,0.6729470503412562,35.66619366808658,78.75805380694264
chr10,cg22876659,3023677,cg18731546,3023726,49,0.4805694447033509,23.547902790464192,101.96237097480687
chr10,cg18731546,3023726,cg26869412,3023801,75,0.4464655249909038,33.48491437431778,167.98609478644076
chr10,cg08465862,3109459,cg17298489,3109555,96,0.7623487972561925,73.18548453659449,125.92661042493721
chr10,cg16519433,3143596,cg24695614,3143611,15,0.6705397561643915,10.058096342465873,22.37003825962939
chr10,cg07192047,3185704,cg18645910,3185779,75,0.6813687246274844,51.10265434706133,110.07256025876994
chr10,cg18645910,3185779,cg10727661,3185872,93,0.0749555868793317,6.9708695797778475,1240.7347320182732
chr10,cg18054281,3284093,cg18611828,3284127,34,0.5377843703168544,18.28466859077305,63.222365462141845
chr10,cg06891178,3300329,cg07342618,3300407,78,0.3180463699003369,24.80761685222628,245.24725757581228
chr10,cg14456161,3373441,cg11611505,3373478,37,0.4968747555476421,18.38436595526276,74.46544544051063
chr10,cg02720321,3373668,cg04367093,3373675,7,0.5006946068418446,3.5048622478929126,13.980577989750753
chr10,cg13165390,3419009,cg24997330,3419027,18,0.3300967919256766,5.941742254662179,54.529460571227894
chr10,cg16631698,3500383,cg24130055,3500429,46,0.2976086239695791,13.689996702600638,154.5654134159164
chr10,cg16704703,3509710,cg08698943,3509758,48,0.8982359562704045,43.115325900979414,53.438074555935614
chr10,cg12866090,3572595,cg07198365,3572665,70,0.7245475266225827,50.71832686358079,96.6120198164213
chr10,cg02881374,3581191,cg09206774,3581233,42,0.8482855720019643,35.627994024082504,49.51162837873039
chr10,cg18115436,3827639,cg25945303,3827695,56,0.8938024476499778,50.05293706839876,62.65366597198017
chr10,cg25945303,3827695,cg06162279,3827752,57,-0.1010698631080513,-5.760982197158924,-563.9663322692215
chr10,cg09807945,4066442,cg03822858,4066499,57,0.5497252353022731,31.334338412229567,103.68816335793254
chr10,cg26300802,4191562,cg24747239,4191646,84,0.5458629309270032,45.852486197868274,153.8847854301964
chr10,cg06183150,4193830,cg10503599,4193868,38,0.4138543914318804,15.726466874411456,91.81973367136476
chr10,cg06183150,4193830,cg09761265,4193914,84,0.363155714322371,30.50508000307916,231.30573659494655
chr10,cg10503599,4193868,cg09761265,4193914,46,0.5872551996578178,27.01373918425962,78.33051121012348
chr10,cg16907531,4194418,cg04204118,4194429,11,0.5558259675429973,6.11408564297297,19.79036720544919
chr10,cg27021181,5488346,cg10549831,5488366,20,0.8941694485595318,17.883388971190637,22.367125193350244
chr10,cg24068468,5488535,cg27367170,5488628,93,0.9833589912666704,91.45238618780034,94.57380348981826
chr10,cg13728376,5523245,cg19630665,5523276,31,0.9724416705903,30.1456917882993,31.878518719978455
chr10,cg02754943,5541718,cg17278890,5541726,8,0.9171048246923011,7.336838597538409,8.723103166188324
chr10,cg17278890,5541726,cg14096855,5541823,97,0.8977997917427328,87.08657979904508,108.04190521331245
chr10,cg11736657,5566849,cg02831294,5566862,13,0.8581651290991992,11.15614667828959,15.148599679930914
chr10,cg11736657,5566849,cg24831879,5566908,59,0.976704513134065,57.625566274909836,60.40721549517556
chr10,cg02831294,5566862,cg24831879,5566908,46,0.8331218822843519,38.323606585080185,55.21401007241794
chr10,cg20691436,5567478,cg17283169,5567524,46,0.9612923957716988,44.21945020549814,47.852245791534095
chr10,cg11748319,5708674,cg07052796,5708731,57,-0.1851095532456208,-10.551244535000386,-307.92576072163615
chr10,cg09234995,5726438,cg20676401,5726466,28,-0.1090128641352838,-3.0523601957879465,-256.8504205636896
chr10,cg02993250,5726650,cg16374437,5726683,33,0.4878947402022754,16.10052642667509,67.63753998724927
chr10,cg18764192,5936166,cg09395021,5936216,50,0.0332074094678935,1.6603704733946751,1505.688061826755
chr10,cg27292389,6003524,cg25580782,6003621,97,0.9114216396590246,88.40789904692538,106.42714170829764
chr10,cg16949914,6104515,cg27131821,6104546,31,0.4742017457991546,14.700254119773792,65.37301955258906
chr10,cg27131821,6104546,cg11127249,6104630,84,0.8589399328790628,72.15095436184127,97.79496421646408
chr10,cg17976390,6130479,cg00242839,6130578,99,0.56217479583772,55.655304787934284,176.10181163044848
chr10,cg00242839,6130578,cg15953921,6130580,2,0.8407864751512508,1.6815729503025016,2.3787252282337388
chr10,cg23335269,6130793,cg17456994,6130864,71,0.4333354319700324,30.766815669872297,163.84536034180113
chr10,cg23335269,6130793,cg22860891,6130867,74,0.4746422989659568,35.123530123480805,155.90688010995743
chr10,cg17456994,6130864,cg22860891,6130867,3,0.4514274423615016,1.3542823270845048,6.64558624151522
chr10,cg22692545,6185933,cg26870438,6186015,82,0.679189467051586,55.69353629823005,120.73214320588383
chr10,cg26464252,6186649,cg27199172,6186668,19,0.5362557478181107,10.188859208544104,35.43085566412333
chr10,cg05014727,6214016,cg08994060,6214026,10,0.9828806202079348,9.828806202079347,10.17417557575246
chr10,cg03555710,6220879,cg12664173,6220910,31,0.7536959787258127,23.364575340500195,41.13064269283769
chr10,cg03555710,6220879,cg24202817,6220943,64,0.876540567164385,56.09859629852064,73.01430463970476
chr10,cg12664173,6220910,cg24202817,6220943,33,0.6847538931948387,22.596878475429676,48.19249708246673
chr10,cg03261682,6233757,cg00902516,6233774,17,0.8113140726438686,13.792339234945766,20.953660947358244
chr10,cg14038949,6262673,cg00872580,6262726,53,0.5644996899823762,29.918483569065938,93.88844837391261
chr10,cg13782176,6264761,cg16546349,6264776,15,0.7479918540898575,11.219877811347862,20.05369432565776
chr10,cg09043941,6297748,cg20005705,6297801,53,0.9009031819212598,47.74786864182677,58.82985104678237
chr10,cg24895834,6622425,cg00613753,6622433,8,0.1856927438764841,1.4855419510118728,43.081920343216545
chr10,cg19910780,6622555,cg25741578,6622566,11,0.0086595753008517,0.0952553283093687,1270.2701481120107
chr10,cg14857471,6962119,cg24651265,6962135,16,-0.0021321112266328,-0.0341137796261248,-7504.298931565814
chr10,cg14857471,6962119,cg04970150,6962185,66,0.8310004366744025,54.84602882051056,79.4223409365785
chr10,cg24651265,6962135,cg04970150,6962185,50,0.0912254220341378,4.5612711017068905,548.0928329527411
chr10,cg15172728,7214443,cg09153759,7214524,81,0.3167870489415336,25.65975096426422,255.6922711033853
chr10,cg12189196,7221679,cg00496036,7221713,34,0.4865783820823828,16.543664990801016,69.87568961549846
chr10,cg10426814,7255535,cg27128233,7255602,67,0.2641950735441941,17.701069927461003,253.6004895972913
chr10,cg24871437,7290492,cg03832371,7290545,53,0.4920839904480796,26.080451493748217,107.70519063572766
chr10,cg25291138,7451822,cg12328063,7451838,16,-0.1186162597726745,-1.897860156362792,-134.88875834277405
chr10,cg26978668,7453452,cg02866454,7453455,3,-0.3210831415790401,-0.9632494247371204,-9.3433743834897
chr10,cg26978668,7453452,cg07423571,7453507,55,0.4011630912949636,22.063970021222996,137.10134654326936
chr10,cg02866454,7453455,cg07423571,7453507,52,-0.3687209839061908,-19.17349116312192,-141.0280463268392
chr10,cg03015498,7517765,cg06691250,7517807,42,0.9644269297384233,40.505931049013775,43.549177967678126
chr10,cg03015498,7517765,cg18943588,7517833,68,0.8954843843282309,60.8929381343197,75.93655589093476
chr10,cg06691250,7517807,cg18943588,7517833,26,0.8863967299191347,23.046314977897502,29.33223817553113
chr10,cg03920764,7567923,cg09845293,7567980,57,0.5634053323786761,32.11410394558454,101.17050145647033
chr10,cg06201219,7603724,cg09955886,7603804,80,0.7988281456888269,63.906251655106146,100.14669667280722
chr10,cg09955886,7603804,cg12246472,7603859,55,0.9002870397352146,49.51578718543681,61.09162697285542
chr10,cg06550165,7618453,cg14550145,7618474,21,0.7657893064394637,16.08157543522874,27.42268640135427
chr10,cg03391533,7662761,cg26840272,7662786,25,0.4718321854795768,11.79580463698942,52.98493992008971
chr10,cg03753958,7708240,cg00244882,7708290,50,0.5814632314857454,29.07316157428727,85.98995997088382
chr10,cg22444507,7708805,cg04711998,7708869,64,0.1031160409908418,6.599426623413875,620.6599805910326
chr10,cg04711998,7708869,cg10151473,7708934,65,0.2301165486818342,14.957575664319224,282.4655609183105
chr10,cg10151473,7708934,cg11674373,7708997,63,0.5008604109883653,31.554205892267014,125.78354890473356
chr10,cg11674373,7708997,cg14390489,7709073,76,0.2924658601211893,22.227405369210388,259.8593899763474
chr10,cg00118442,7830125,cg27320816,7830127,2,0.9451245662132453,1.8902491324264905,2.1161231773005746
chr10,cg11104088,7859676,cg09994553,7859768,92,0.18010947841421,16.570072014107318,510.80043543528205
chr10,cg00194465,7860511,cg05976695,7860543,32,0.1004556274058779,3.214580076988093,318.54860525342355
chr10,cg20392242,8006677,cg07311579,8006759,82,0.304539450443139,24.9722349363374,269.2590397752436
chr10,cg18535642,8080012,cg02182308,8080045,33,0.9065849789491934,29.917304305323384,36.40033837561451
chr10,cg23768829,8089653,cg20281962,8089733,80,0.8722717856425387,69.7817428514031,91.71453360843245
chr10,cg25954627,8090846,cg27542609,8090924,78,0.8347520479176268,65.11065973757489,93.44092080346358
chr10,cg03672342,8094093,cg25536137,8094142,49,0.9059675309317008,44.39240901565334,54.0858235279229
chr10,cg13543854,8095477,cg06022942,8095484,7,0.5764321630244802,4.035025141171362,12.143666590829563
chr10,cg13543854,8095477,cg11018337,8095495,18,0.5416100671431106,9.74898120857599,33.23424192416983
chr10,cg13543854,8095477,cg13814485,8095500,23,0.1250920721379359,2.877117659172526,183.86456956791372
chr10,cg06022942,8095484,cg11018337,8095495,11,0.7908812869816165,8.699694156797781,13.908534923087245
chr10,cg06022942,8095484,cg13814485,8095500,16,0.6401429952275327,10.242287923640523,24.994415496670324
chr10,cg11018337,8095495,cg13814485,8095500,5,0.4537322832427265,2.2686614162136327,11.019714013439998
chr10,cg22647713,8095697,cg08707112,8095764,67,-0.1839355998409239,-12.323685189341901,-364.2579253714057
chr10,cg08707112,8095764,cg18187680,8095825,61,0.6681598383071388,40.75775013673547,91.2955201775531
chr10,cg05671070,8095960,cg23058185,8095985,25,0.8746104512756019,21.865261281890046,28.584154195205418
chr10,cg05671070,8095960,cg12730771,8095996,36,0.911358920578522,32.80892114082679,39.50145128019106
chr10,cg23058185,8095985,cg12730771,8095996,11,0.8721942194912868,9.594136414404154,12.611869872762771
chr10,cg17891011,8096152,cg04641787,8096154,2,0.9313244785512508,1.8626489571025016,2.1474792578319843
chr10,cg17891011,8096152,cg13431023,8096220,68,0.8339998636467266,56.71199072797741,81.53478551263177
chr10,cg04641787,8096154,cg13431023,8096220,66,0.8039731116320392,53.06222536771459,82.09229767152554
chr10,cg13431023,8096220,cg09728012,8096305,85,0.7811843864376772,66.40067284720256,108.80913837463301
chr10,cg13431023,8096220,cg24647276,8096311,91,0.7813175029326606,71.09989276687212,116.4699365602757
chr10,cg09728012,8096305,cg24647276,8096311,6,0.8862566596437356,5.317539957862413,6.7700478577074135
chr10,cg09728012,8096305,cg01224891,8096368,63,0.012942035670604,0.815348247248052,4867.858627765612
chr10,cg24647276,8096311,cg01224891,8096368,57,0.0770574885542068,4.3922768475897875,739.7074712589787
chr10,cg20314737,8096579,cg19315863,8096597,18,-0.3030409206461565,-5.454736571630817,-59.39791880786149
chr10,cg20314737,8096579,cg04982951,8096635,56,0.5523660201637343,30.932497129169118,101.38205095128822
chr10,cg20314737,8096579,cg06230736,8096650,71,0.766066096600528,54.39069285863749,92.68129775624776
chr10,cg20314737,8096579,cg15330117,8096669,90,-0.0517511949905265,-4.657607549147385,-1739.0902763979705
chr10,cg19315863,8096597,cg04982951,8096635,38,-0.0555278870918236,-2.1100597094892968,-684.3408238667781
chr10,cg19315863,8096597,cg06230736,8096650,53,-0.1764537258353934,-9.35204746927585,-300.362034006817
chr10,cg19315863,8096597,cg15330117,8096669,72,0.2102053776513547,15.134787190897537,342.5221600154243
chr10,cg04982951,8096635,cg06230736,8096650,15,0.8628681900243492,12.943022850365239,17.383883394260618
chr10,cg04982951,8096635,cg15330117,8096669,34,0.5092175573141519,17.313396948681163,66.76910391568522
chr10,cg06230736,8096650,cg15330117,8096669,19,0.3354250233990692,6.373075444582315,56.64455146327859
chr10,cg14327531,8097331,cg13409449,8097354,23,0.3827274823983259,8.802732095161495,60.09497895440551
chr10,cg17124583,8097641,cg15267232,8097689,48,0.7844612484802725,37.65413992705308,61.188490945843185
chr10,cg22770911,8101307,cg10163955,8101402,95,0.9126592217734276,86.70262606847562,104.09142616824863
chr10,cg04492228,8101513,cg17489908,8101566,53,0.9390716715450148,49.770798591885786,56.438716666643074
chr10,cg04213746,8106003,cg15043723,8106006,3,0.8995795816081603,2.698738744824481,3.3348911662011718
chr10,cg04213746,8106003,cg12405139,8106035,32,0.7158281403882676,22.906500492424563,44.70346748682315
